Label,Area,Perimeter,Circularity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Centroid.X,Centroid.Y,Ellipse.Center.X,Ellipse.Center.Y,Ellipse.Radius1,Ellipse.Radius2,Ellipse.Orientation,Ellipse.Elong,ConvexArea,Convexity,MaxFeretDiam,MaxFeretDiamAngle,OBox.Center.X,OBox.Center.Y,OBox.Length,OBox.Width,OBox.Orientation,OBox.Elongation,GeodesicDiameter,Tortuosity,InscrDisc.Center.X,InscrDisc.Center.Y,InscrDisc.Radius,GeodesicElongation,AverageThickness
591,1186,130.491,0.875,1,2428,2471,2221,2260,2449.400,2240.652,2449.400,2240.652,23.626,16.403,36.717,1.440,1229,0.965,49.679,49.899,2447.853,2241.588,45.597,35.168,14.036,1.297,49.414,0.995,2452,2242,17,1.453,24.061
592,1326,146.675,0.775,1,2496,2532,2235,2291,2512.681,2261.511,2512.681,2261.511,26.919,16.882,79.525,1.595,1390,0.954,58.523,73.113,2515.552,2261.536,58.138,35.777,79.695,1.625,58.614,1.002,2511,2256,15,1.954,21.987
593,1468,151.713,0.801,1,1479,1520,2244,2300,1501.263,2271.533,1501.263,2271.533,29.827,16.232,-66.695,1.838,1574,0.933,57.489,103.069,1501.766,2271.679,57.088,33.440,113.629,1.707,58.814,1.023,1505,2257,14,2.101,25.420
594,3268,255.983,0.627,1,1709,1791,2253,2323,1751.368,2289.339,1751.368,2289.339,46.689,23.572,-38.859,1.981,3640,0.898,91.022,144.389,1752.575,2289.022,90.919,50.367,141.667,1.805,91.014,1.000,1743,2300,21,2.167,23.529
595,9078,380.936,0.786,1,2371,2472,2253,2379,2423.117,2326.061,2423.117,2326.061,61.211,49.459,78.234,1.238,9919,0.915,130.507,74.899,2422.929,2320.682,130.375,98.269,77.471,1.327,132.614,1.016,2422,2331,46,1.441,52.448
596,190,49.339,0.981,1,549,566,2255,2269,557.926,2262.268,557.926,2262.268,8.930,6.834,-23.686,1.307,194,0.979,18.868,147.995,557.500,2262.000,17.000,14.000,0.000,1.214,18.814,0.997,559,2261,7,1.344,11.190
597,429,83.413,0.775,1,459,486,2257,2286,471.840,2271.213,471.840,2271.213,17.044,8.177,-47.892,2.084,447,0.960,34.409,125.538,472.200,2269.900,34.400,17.400,126.870,1.977,34.414,1.000,473,2269,8,2.151,11.815
598,601,96.686,0.808,1,1656,1688,2259,2289,1672.071,2275.379,1672.071,2275.379,16.893,12.201,33.744,1.385,643,0.935,35.511,57.653,1672.750,2277.750,34.648,25.456,45.000,1.361,35.214,0.992,1670,2274,11,1.601,15.043
599,1446,141.542,0.907,1,2094,2136,2260,2306,2114.929,2283.940,2114.929,2283.940,24.229,19.233,60.548,1.260,1492,0.969,51.624,58.465,2113.534,2284.086,51.066,40.667,68.199,1.256,50.414,0.977,2113,2283,19,1.327,31.053
600,6596,334.604,0.740,1,613,705,2267,2379,665.920,2334.707,665.920,2334.707,58.543,39.656,-75.122,1.476,6813,0.968,124.555,122.542,672.876,2336.153,124.050,78.909,112.954,1.572,122.414,0.983,669,2340,36,1.700,42.106
601,1229,141.677,0.769,1,2475,2513,2271,2325,2491.782,2300.848,2491.782,2300.848,27.617,14.959,68.704,1.846,1321,0.930,54.745,80.538,2489.684,2299.424,52.943,31.120,60.068,1.701,56.014,1.023,2491,2303,14,2.001,19.430
602,146,45.546,0.884,1,577,589,2289,2306,582.692,2297.849,582.692,2297.849,8.400,5.707,-85.151,1.472,153,0.954,17.464,103.241,583.000,2297.500,17.000,12.000,90.000,1.417,18.014,1.031,582,2295,5,1.801,6.644
603,6831,311.217,0.886,1,200,287,2290,2379,241.386,2335.912,241.386,2335.912,48.403,45.811,85.470,1.057,6963,0.981,106.217,48.053,243.640,2334.772,89.437,86.706,91.397,1.031,105.214,0.991,242,2332,42,1.253,44.510
604,9120,381.413,0.788,1,2229,2364,2291,2379,2288.904,2341.425,2288.904,2341.425,72.459,42.301,13.683,1.713,9580,0.952,146.728,33.040,2296.500,2335.000,135.000,88.000,0.000,1.534,145.214,0.990,2268,2339,38,1.911,56.178
605,914,109.173,0.964,1,592,627,2312,2346,609.782,2328.000,609.782,2328.000,17.553,16.676,6.874,1.053,941,0.971,37.216,30.700,609.500,2329.000,35.000,34.000,0.000,1.029,37.014,0.995,609,2327,16,1.157,24.500
606,2889,266.305,0.512,1,1505,1609,2334,2379,1560.984,2362.104,1560.984,2362.104,48.025,22.483,-6.852,2.136,3136,0.921,104.173,176.698,1557.000,2356.500,104.000,45.000,0.000,2.311,105.414,1.012,1563,2359,20,2.635,19.911
607,1348,158.052,0.678,1,1622,1673,2338,2379,1644.748,2363.582,1644.748,2363.582,24.370,19.651,10.406,1.240,1468,0.918,54.378,32.229,1647.500,2358.500,51.000,41.000,0.000,1.244,54.214,0.997,1647,2363,15,1.807,17.447
608,370,83.048,0.674,1,1478,1496,2346,2379,1485.616,2361.543,1485.616,2361.543,17.236,7.591,-77.664,2.271,406,0.911,33.734,101.976,1486.992,2363.062,33.613,16.869,97.125,1.993,34.614,1.026,1487,2356,8,2.163,9.213
609,264,59.049,0.951,1,451,468,2349,2369,459.572,2358.955,459.572,2358.955,10.127,8.352,-68.703,1.213,273,0.967,21.401,127.405,459.500,2359.000,20.000,17.000,90.000,1.176,21.214,0.991,459,2357,8,1.326,13.167
